tag	chinese_name
ashchyozek	阿什乔泽克
ashevo	阿舍沃
ashida	芦田
ashigara	足柄
ashikaga_loc	足利
ashikita	苇北
ashkamesh	阿什卡梅什
ashmunayn	艾什穆奈因
ashmyany	奥什米亚内
ashraf	阿什拉夫
ash_shamli	沙姆利
ash_shaqiqah	沙奇卡
ash_shibahah	希巴哈
ash_shuara	舒阿拉
ash_shuaybah	舒艾巴
ash_shuaybah_hail	舒艾巴
asht	阿什特
asifabad	阿西法巴德
asika	阿斯迦
asila_arabia	阿西拉
asilah	阿西拉
asir	阿西尔
asir_ALG	Asir Alg
asirgarh	阿西尔加尔
askino	阿斯基诺
askiz	阿斯基兹
askot	阿斯果德
aslanapa	阿斯兰纳帕
aslanduz	阿斯兰杜兹
aslan_horod	阿斯兰霍罗德
asmara	阿斯马拉
asni	阿斯尼
aso	阿苏
asola	阿索拉
aspa	阿斯帕
aspara	阿斯帕拉
aspas	阿斯帕斯
aspet	阿斯佩
assa	阿萨
assab	阿萨布
as_salafiyah	萨拉菲亚
as_salif	萨利夫
assen	阿森
assens	阿森斯
as_sib	锡卜
assisi	阿西西
assorodus	阿索罗杜斯
as_sulaymi	苏莱米
as_suwaydirah	苏韦迪拉
as_suwayriqiyah	苏韦里基亚
astara	阿斯塔拉
astarabad	阿斯塔拉巴德
asti	阿斯蒂
astore	阿斯托尔
astorga	阿斯托加
astrakhan	阿斯特拉罕
astrina	阿斯特里纳
astros	阿斯特罗斯
asuf	阿苏夫
asvieja	阿斯维耶亚
aswan	阿斯旺
asyut	艾斯尤特
atach	阿塔奇
atalanti	阿塔兰蒂
atanuul	阿塔努尔
atbara	阿特巴拉
atbasar	阿特巴萨尔
atepec	阿特佩克
atfih	艾特菲赫
ath	阿特
athani	阿塔尼
athenry	阿森赖
athens	雅典
athlone	阿斯隆
athmallik	洪达帕
athy	阿赛
atico	阿蒂科
atinggola	阿廷戈拉
atishchevo	阿季谢沃
atitlan	阿蒂特兰
atitlan_guatemala	阿蒂特兰
atiya	阿提雅
atkarsk	阿特卡尔斯克
atocpan	阿托克潘
atpazari	阿特帕扎勒
atrat	阿特拉特
atri	阿特里
at_tarfawi	塔尔法维
attendorn	阿滕多恩
attock	阿托克
atzaccan	阿察坎
atzhaksy	阿特扎克瑟
aubusson	欧比松
auccapana	奥卡帕纳
auch	欧什
augsburg	奥格斯堡
aulnay	奥奈
aumale	欧马勒
aundh	昂德
auneau	奥诺
aurich	奥里希
aurillac	欧里亚克
aurland	艾于兰
ausa	奥萨
austria_baden	维也纳附近巴登
autlan	奥特朗
autun	欧坦
auxerre	欧塞尔
auxonne	欧克索讷
auyo	奥约
avaj	阿瓦吉
avallon	阿瓦隆
aveh	阿韦
avellino	阿韦利诺
avesta	阿沃斯塔
avga	阿夫嘎
avignon	阿维尼翁
avila	阿维拉
aviles	阿维莱斯
avis	阿维什
avlonya	阿夫洛尼亚
avnagar	阿夫纳嘎尔
avraga	阿夫拉嘎
avranches	阿夫朗什
awa	安房
awadh	阿瓦德
awaji	淡路
awaran	阿瓦兰
aware	阿瓦雷
awa_shikoku	阿波
awbare	奥巴雷
awbeh	奥贝
awjila	奥吉拉
awka	奥卡
awka_etiti	奥卡埃蒂蒂
awlil	奥利勒
awrtable	奥尔塔布勒
axawiri	阿沙维里
axochiapan	阿索奇亚潘
axocopan	阿索科潘
axum	阿克苏姆
aya	阿野
ayagoz	阿亚戈兹
ayamonte	阿亚蒙特
ayas	阿亚斯
ayasuluk	阿亚苏鲁克
ayaviri	阿亚维里
aybas	艾巴斯
aydhab	阿伊达布
aydincik	艾登哲克
aylesbury	艾尔斯伯里
ayni	艾尼
ayntab	艾因塔布
ayn_tamr	艾因塔姆尔
aynuna	艾努纳
ayodhya	阿踰陀
ayopaya	阿约帕亚
ayora	阿约拉
ayr	艾尔
aytos	艾托斯
ayvacik	阿伊瓦哲克
azab	阿扎布
azadvar	阿扎德瓦尔
azai	浅井
azamgarh	阿泽姆格尔
azcapotzalco	阿斯卡波察尔科
azeevo	阿泽耶沃
azeffoun	阿宰丰
azemmour	艾宰穆尔
azghand	阿兹甘德
azia	阿齐亚
azilal	艾济拉勒
aznakayevo	阿兹纳卡耶沃
azok	阿佐克
azraq	阿兹拉克
azrou	艾兹鲁
aztatlan	阿斯塔特兰
azuaga	阿苏阿加
azumi	安昙
azzan	阿赞
az_zilfi	济勒菲
az_zubayir	祖拜尔
baak	拉卡姆哈
baalbek	巴勒贝克
baba_ata	巴巴‑阿塔
babadag	巴巴达格
babana	巴巴纳
babayevo	巴巴耶沃
babimost	巴比莫斯特
bab_kot	巴布果德
babruysk	博布鲁伊斯克
bacau	巴克乌
baciravan	巴吉拉万
backnang	巴克南
bacs	巴奇
bac_thai_nguyen	北太原
bada	八达
badabedi	巴达贝迪
badajoz	巴达霍斯
badam	巴达姆
badamgarh	巴达姆加尔
badami	巴达米
badau	勿里洞
bada_yaqub	巴达雅古布
baden	巴登
baden_im_aargau	阿尔高巴登
badenoch	巴德诺赫
bades	巴德斯
badi	巴迪
badis	巴迪斯
bad_ischl	伊施尔
badong	巴东
badozhsky	巴多日斯基
badra	巴德拉
badreh	巴德雷
badr_hunayn	白德尔
badrinath	伯德里纳特
badulla	巴杜勒
baekcheon	白川
baena	巴埃纳
baeza	巴埃萨
bafan	八番
bafata	巴法塔
bafoulabe	巴富拉贝
bafq	巴夫格
bafra	巴夫拉
baft	巴夫特
bagalkot	巴格尔果德
bagaluhan	巴加卢汉
bagamoyo	巴加莫约
bagansiapipi	巴甘西亚皮皮
baganuur	巴嘎淖尔
bagayevskaya	巴加耶夫斯卡亚
bage	巴热
bagh	巴格
baghai	巴盖
baghdad	巴格达
baghin	巴金
bagh_iran	巴格
baghlan	巴格兰
bagh_malek	巴格马利克
baghran	巴格兰
bago_negros	巴戈
bagram	巴格拉姆
bahadamer	巴哈达梅尔
bahal	巴哈尔
bahariyya	拜哈里耶
bahcesaray	巴赫切萨拉伊
bahir_dar	巴赫达尔
bahla	巴赫拉
bahraich	巴赫赖奇
bahramchah	巴赫拉姆沙
baht	巴赫特
bai	巴伊
baia_crisului	克里舒河畔巴亚
baia_de_aries	巴亚德阿里耶什
baia_mare	巴亚马雷
baibalyk	富贵城
baicang	古州
baideng	白登
baidoa	拜多阿
baidrag	拜德拉格河
baihekou	白河口
baijnath	拜杰纳特
bailongdui	白龙堆
baima	白马
baimachen	白马城
baima_daming	白马
baimaguan	白马关
baini	白泥
baise	百色
baishan	白山
baishui	白水
baita	拜察
baitan	白檀
baiting	白亭
bai_xinjiang	拜城
baja_hungary	鲍尧
bajaur	巴焦尔
bajaura	巴焦拉
bajdah	拜杰达
bajestan	巴杰斯坦
bajhang	巴姜
bajrajinaparamitapura	般若波罗蜜多补罗
bajura	巴久拉
bajwara	巴杰瓦拉
bakanas	巴卡纳斯
bakel	巴克尔
bakhalal	巴卡拉尔
bakharz	巴赫哈尔兹
bakhmach	巴赫马奇
bakhmut	巴赫穆特
bakota	巴科塔
baku	巴库
bakusaya	布库萨亚
balabak	巴拉巴克
balad	巴拉德
balad_ruz	巴拉德鲁兹
balaghat	巴拉加特
balaguer	巴拉格尔
balakan	巴拉坎
balakovo	巴拉科沃
balambangan	巴兰邦岸
balanda	巴兰达
balangir	巴兰基尔
balanipa	巴拉尼帕
balasagun	八剌沙衮
balashov	巴拉绍夫
balasore	巴拉索尔
balassagyarmat	包洛绍焦尔毛特
balat	巴拉特
bal_cattinon	巴卡特农
baldan_bereeven	巴勒丹寺
bale	巴莱
balga	巴尔加
balhaf	巴尔哈夫
balho	巴尔霍
balibo	巴利博
balige	巴利盖
baligram	巴利格拉姆
balikesir	巴勒克埃西尔
balikley	巴利克莱
baling	巴陵
balingen	巴林根
baliseyh	巴勒谢伊
balj	巴勒吉河
balkh	巴尔赫
balkonda	巴尔孔达
ballaghaderreen	巴拉哈德林
ballalapura	巴拉拉普拉
ballarpur	巴拉尔布尔
balle	巴莱
ballenstedt	巴伦施泰特
ballia	伯利亚
ballou	巴卢
ballsh	巴尔什
ballycastle	格莱纳姆
ballymena	安特里姆
ballymore	巴利莫尔
balrampur	伯尔拉姆布尔
balta	巴尔塔
baltas	巴尔塔斯
balti	伯尔齐
balya	巴勒亚
balykchy	巴雷克奇
balyktyg	巴雷克特格河
balyktykol	巴雷克特科尔
balzimachi	巴尔济马奇
bam	巴姆
bama	岜马
bamako	巴马科
bamba	班巴
bambara_maounde	班巴拉芒代
bamberg	班贝格
bam_esfarayen	巴姆
bampton	班普顿
bampur	班普尔
bamyan	巴米扬
banader	巴纳德
banamba	巴南巴
banan	巴南
banaz	巴纳兹
banbishan	半壁山
banbury	班伯里
